类型,货币,金额,汇率（相对本位币）,项目,分类,父类,账户,付款,收款,日期,标签,备注,clean_amount,amount_abs,flow_direction,clean_date,date_valid,clean_project,is_transfer,transfer_subtype,is_refund,is_loan,cny_amount,valid_for_stats,corrected_type,category_l1,category_l2,is_fixed_expense,is_travel,year,month,quarter,day_of_week,is_weekend,is_holiday,holiday_name,is_around_holiday,is_capital_expense,is_outlier,life_stage,month_complete,is_purchase_support
收入,CNY,¥1.61,1,,利息收入,其他收入,招行工资卡,,,2024/1/5 13:23,,,1.61,1.61,收入,2024-01-05 13:23:00,True,,False,,False,False,1.61,True,收入,理财,利息,False,False,2024,1,1,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-29,1,,打车,交通,招行工资卡,,,2024/1/5 13:23,,,-29.0,29.0,支出,2024-01-05 13:23:00,True,,False,,False,False,29.0,True,支出,交通,打车,False,False,2024,1,1,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-459,1,,聚餐/请客,日常消费,招行工资卡,,,2024/1/5 13:23,,左庭右院,-459.0,459.0,支出,2024-01-05 13:23:00,True,,False,,False,False,459.0,True,支出,社交,聚餐请客,False,False,2024,1,1,4,False,False,,False,False,False,pre_car,True,False
收入,CNY,"¥10,606.13",1,,工资收入,职业收入,招行工资卡,,,2024/1/5 13:23,,,10606.13,10606.13,收入,2024-01-05 13:23:00,True,,False,,False,False,10606.13,True,收入,工资,基本工资,False,False,2024,1,1,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2024/1/4 17:44,,,-6.0,6.0,支出,2024-01-04 17:44:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2024,1,1,3,False,False,,True,False,False,pre_car,True,False
收入,CNY,¥1.64,1,,利息收入,其他收入,招行工资卡,,,2024/1/4 13:27,,,1.64,1.64,收入,2024-01-04 13:27:00,True,,False,,False,False,1.64,True,收入,理财,利息,False,False,2024,1,1,3,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-1.50,1,,公交/地铁/共享单车,交通,招行工资卡,,,2024/1/4 13:23,,,-1.5,1.5,支出,2024-01-04 13:23:00,True,,False,,False,False,1.5,True,支出,交通,公共交通,False,False,2024,1,1,3,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-19.90,1,,早午晚餐,日常消费,招行工资卡,,,2024/1/4 13:23,,,-19.9,19.9,支出,2024-01-04 13:23:00,True,,False,,False,False,19.9,True,支出,餐饮,正餐,False,False,2024,1,1,3,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-26,1,,早午晚餐,日常消费,招行工资卡,,,2024/1/4 13:23,,,-26.0,26.0,支出,2024-01-04 13:23:00,True,,False,,False,False,26.0,True,支出,餐饮,正餐,False,False,2024,1,1,3,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-3,1,,公交/地铁/共享单车,交通,公交卡,,,2024/1/3 17:44,,,-3.0,3.0,支出,2024-01-03 17:44:00,True,,False,,False,False,3.0,True,支出,交通,公共交通,False,False,2024,1,1,2,False,False,,True,False,False,pre_car,True,False
收入,CNY,¥1.63,1,,利息收入,其他收入,招行工资卡,,,2024/1/3 13:27,,,1.63,1.63,收入,2024-01-03 13:27:00,True,,False,,False,False,1.63,True,收入,理财,利息,False,False,2024,1,1,2,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-1.50,1,,公交/地铁/共享单车,交通,招行工资卡,,,2024/1/3 13:23,,,-1.5,1.5,支出,2024-01-03 13:23:00,True,,False,,False,False,1.5,True,支出,交通,公共交通,False,False,2024,1,1,2,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-27.67,1,,早午晚餐,日常消费,招行工资卡,,,2024/1/3 13:23,,,-27.67,27.67,支出,2024-01-03 13:23:00,True,,False,,False,False,27.67,True,支出,餐饮,正餐,False,False,2024,1,1,2,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-25,1,,早午晚餐,日常消费,招行工资卡,,,2024/1/3 13:23,,,-25.0,25.0,支出,2024-01-03 13:23:00,True,,False,,False,False,25.0,True,支出,餐饮,正餐,False,False,2024,1,1,2,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,公交卡,,,2024/1/2 17:44,,,-8.0,8.0,支出,2024-01-02 17:44:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2024,1,1,1,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-5.50,1,,早午晚餐,日常消费,微信余额,,,2024/1/2 13:30,,,-5.5,5.5,支出,2024-01-02 13:30:00,True,,False,,False,False,5.5,True,支出,餐饮,正餐,False,False,2024,1,1,1,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-19.90,1,,早午晚餐,日常消费,微信余额,,,2024/1/2 13:30,,,-19.9,19.9,支出,2024-01-02 13:30:00,True,,False,,False,False,19.9,True,支出,餐饮,正餐,False,False,2024,1,1,1,False,False,,True,False,False,pre_car,True,False
收入,CNY,¥1.62,1,,利息收入,其他收入,招行工资卡,,,2024/1/2 13:27,,,1.62,1.62,收入,2024-01-02 13:27:00,True,,False,,False,False,1.62,True,收入,理财,利息,False,False,2024,1,1,1,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-3,1,,公交/地铁/共享单车,交通,招行工资卡,,,2024/1/2 13:23,,,-3.0,3.0,支出,2024-01-02 13:23:00,True,,False,,False,False,3.0,True,支出,交通,公共交通,False,False,2024,1,1,1,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-20.24,1,,随礼/红包,社交,招行工资卡,,,2024/1/1 20:37,,,-20.24,20.24,支出,2024-01-01 20:37:00,True,,False,,False,False,20.24,True,支出,社交,随礼红包,False,False,2024,1,1,0,False,True,元旦,True,False,False,pre_car,True,False
支出,CNY,¥-21.80,1,,早午晚餐,日常消费,招行工资卡,,,2024/1/1 20:36,,,-21.8,21.8,支出,2024-01-01 20:36:00,True,,False,,False,False,21.8,True,支出,餐饮,正餐,False,False,2024,1,1,0,False,True,元旦,True,False,False,pre_car,True,False
转账,CNY,¥50,1,,账户互转,,,招行工资卡,公交卡,2024/1/1 20:36,,,50.0,50.0,转账,2024-01-01 20:36:00,True,,True,账户互转,False,False,50.0,False,转账,转账,账户互转,False,False,2024,1,1,0,False,True,元旦,True,False,False,pre_car,True,False
支出,CNY,¥-80,1,,手机话费,电子消费,招行工资卡,,,2024/1/1 20:36,,,-80.0,80.0,支出,2024-01-01 20:36:00,True,,False,,False,False,80.0,True,支出,数字消费,话费,True,False,2024,1,1,0,False,True,元旦,True,False,False,pre_car,True,False
收入,CNY,¥1.62,1,,利息收入,其他收入,招行工资卡,,,2024/1/1 13:27,,,1.62,1.62,收入,2024-01-01 13:27:00,True,,False,,False,False,1.62,True,收入,理财,利息,False,False,2024,1,1,0,False,True,元旦,True,False,False,pre_car,True,False
收入,CNY,¥26.68,1,,红包,其他收入,微信余额,,,2023/12/31 20:39,,,26.68,26.68,收入,2023-12-31 20:39:00,True,,False,,False,False,26.68,True,收入,红包,日常红包,False,False,2023,12,4,6,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-23.20,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/31 20:37,,,-23.2,23.2,支出,2023-12-31 20:37:00,True,,False,,False,False,23.2,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-41.28,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/31 20:37,,,-41.28,41.28,支出,2023-12-31 20:37:00,True,,False,,False,False,41.28,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,True,False,False,pre_car,True,False
收入,CNY,¥1.75,1,,利息收入,其他收入,招行工资卡,,,2023/12/31 20:36,,,1.75,1.75,收入,2023-12-31 20:36:00,True,,False,,False,False,1.75,True,收入,理财,利息,False,False,2023,12,4,6,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-6.40,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/30 20:36,,,-6.4,6.4,支出,2023-12-30 20:36:00,True,,False,,False,False,6.4,True,支出,交通,公共交通,False,False,2023,12,4,5,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-31.08,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/30 15:32,,,-31.08,31.08,支出,2023-12-30 15:32:00,True,,False,,False,False,31.08,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-186.62,1,,日常消费,,招行工资卡,,,2023/12/30 15:17,,面膜,-186.62,186.62,支出,2023-12-30 15:17:00,True,,False,,False,False,186.62,True,支出,其他,未分类,False,False,2023,12,4,5,True,False,,True,False,False,pre_car,True,False
支出,CNY,"¥-4,000",1,,护肤/理发,,招行工资卡,,,2023/12/30 15:16,,,-4000.0,4000.0,支出,2023-12-30 15:16:00,True,,False,,False,False,4000.0,True,支出,个护,综合,False,False,2023,12,4,5,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-36.70,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/30 9:11,,,-36.7,36.7,支出,2023-12-30 09:11:00,True,,False,,False,False,36.7,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-12.80,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/30 9:11,,,-12.8,12.8,支出,2023-12-30 09:11:00,True,,False,,False,False,12.8,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,True,False,False,pre_car,True,False
收入,CNY,¥1.76,1,,利息收入,其他收入,招行工资卡,,,2023/12/30 9:11,,,1.76,1.76,收入,2023-12-30 09:11:00,True,,False,,False,False,1.76,True,收入,理财,利息,False,False,2023,12,4,5,True,False,,True,False,False,pre_car,True,False
支出,CNY,¥-2.40,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/29 20:36,,,-2.4,2.4,支出,2023-12-29 20:36:00,True,,False,,False,False,2.4,True,支出,交通,公共交通,False,False,2023,12,4,4,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-35,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/29 15:17,,,-35.0,35.0,支出,2023-12-29 15:17:00,True,,False,,False,False,35.0,True,支出,餐饮,正餐,False,False,2023,12,4,4,False,False,,True,False,False,pre_car,True,False
收入,CNY,¥2.07,1,,利息收入,其他收入,招行工资卡,,,2023/12/29 15:17,,,2.07,2.07,收入,2023-12-29 15:17:00,True,,False,,False,False,2.07,True,收入,理财,利息,False,False,2023,12,4,4,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-111.10,1,,聚餐/请客,日常消费,招行工资卡,,,2023/12/29 15:17,,,-111.1,111.1,支出,2023-12-29 15:17:00,True,,False,,False,False,111.1,True,支出,社交,聚餐请客,False,False,2023,12,4,4,False,False,,True,False,False,pre_car,True,False
支出,CNY,¥-2.40,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/28 20:36,,,-2.4,2.4,支出,2023-12-28 20:36:00,True,,False,,False,False,2.4,True,支出,交通,公共交通,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.91,1,,利息收入,其他收入,招行工资卡,,,2023/12/28 15:25,,,1.91,1.91,收入,2023-12-28 15:25:00,True,,False,,False,False,1.91,True,收入,理财,利息,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,会员,电子消费,招行工资卡,,,2023/12/28 15:17,,,-6.0,6.0,支出,2023-12-28 15:17:00,True,,False,,False,False,6.0,True,支出,数字消费,会员订阅,True,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-28,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/28 15:17,,,-28.0,28.0,支出,2023-12-28 15:17:00,True,,False,,False,False,28.0,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-23.50,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/28 15:17,,,-23.5,23.5,支出,2023-12-28 15:17:00,True,,False,,False,False,23.5,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,微信余额,,,2023/12/28 15:17,,,-3.0,3.0,支出,2023-12-28 15:17:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-2.40,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/27 20:36,,,-2.4,2.4,支出,2023-12-27 20:36:00,True,,False,,False,False,2.4,True,支出,交通,公共交通,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.99,1,,利息收入,其他收入,招行工资卡,,,2023/12/27 15:25,,,1.99,1.99,收入,2023-12-27 15:25:00,True,,False,,False,False,1.99,True,收入,理财,利息,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/27 15:17,,,-3.0,3.0,支出,2023-12-27 15:17:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-21.38,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/27 15:17,,,-21.38,21.38,支出,2023-12-27 15:17:00,True,,False,,False,False,21.38,True,支出,餐饮,正餐,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-29.50,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/27 15:17,,,-29.5,29.5,支出,2023-12-27 15:17:00,True,,False,,False,False,29.5,True,支出,餐饮,正餐,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/26 20:36,,,-6.0,6.0,支出,2023-12-26 20:36:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.73,1,,利息收入,其他收入,招行工资卡,,,2023/12/26 15:25,,,1.73,1.73,收入,2023-12-26 15:25:00,True,,False,,False,False,1.73,True,收入,理财,利息,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-19.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/26 15:17,,,-19.9,19.9,支出,2023-12-26 15:17:00,True,,False,,False,False,19.9,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-34,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/26 15:17,,,-34.0,34.0,支出,2023-12-26 15:17:00,True,,False,,False,False,34.0,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,微信余额,,,2023/12/26 15:17,,,-3.0,3.0,支出,2023-12-26 15:17:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/25 20:36,,,-6.0,6.0,支出,2023-12-25 20:36:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.67,1,,利息收入,其他收入,招行工资卡,,,2023/12/25 15:25,,,1.67,1.67,收入,2023-12-25 15:25:00,True,,False,,False,False,1.67,True,收入,理财,利息,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-25.60,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/25 15:17,,,-25.6,25.6,支出,2023-12-25 15:17:00,True,,False,,False,False,25.6,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-13.10,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/25 15:17,,,-13.1,13.1,支出,2023-12-25 15:17:00,True,,False,,False,False,13.1,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
转账,CNY,¥2,1,,账户互转,,,招行工资卡,微信余额,2023/12/25 15:17,,,2.0,2.0,转账,2023-12-25 15:17:00,True,,True,账户互转,False,False,2.0,False,转账,转账,账户互转,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,微信余额,,,2023/12/25 15:17,,,-3.0,3.0,支出,2023-12-25 15:17:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/24 20:36,,,-6.0,6.0,支出,2023-12-24 20:36:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
收入,CNY,¥2,1,,利息收入,其他收入,招行工资卡,,,2023/12/24 15:27,,,2.0,2.0,收入,2023-12-24 15:27:00,True,,False,,False,False,2.0,True,收入,理财,利息,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-1,1,,日常消费,,招行工资卡,,,2023/12/24 15:17,,,-1.0,1.0,支出,2023-12-24 15:17:00,True,,False,,False,False,1.0,True,支出,其他,未分类,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-23.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/24 15:17,,,-23.9,23.9,支出,2023-12-24 15:17:00,True,,False,,False,False,23.9,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-16.41,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/24 15:17,,,-16.41,16.41,支出,2023-12-24 15:17:00,True,,False,,False,False,16.41,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-27.76,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/24 15:17,,,-27.76,27.76,支出,2023-12-24 15:17:00,True,,False,,False,False,27.76,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-29.09,1,,日常消费,,招行工资卡,,,2023/12/23 16:05,,,-29.09,29.09,支出,2023-12-23 16:05:00,True,,False,,False,False,29.09,True,支出,其他,未分类,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-31.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/23 15:30,,,-31.9,31.9,支出,2023-12-23 15:30:00,True,,False,,False,False,31.9,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
收入,CNY,¥2,1,,利息收入,其他收入,招行工资卡,,,2023/12/23 15:27,,,2.0,2.0,收入,2023-12-23 15:27:00,True,,False,,False,False,2.0,True,收入,理财,利息,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/23 15:25,,,-8.0,8.0,支出,2023-12-23 15:25:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-16.99,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/22 15:31,,,-16.99,16.99,支出,2023-12-22 15:31:00,True,,False,,False,False,16.99,True,支出,餐饮,正餐,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.79,1,,利息收入,其他收入,招行工资卡,,,2023/12/22 15:30,,,1.79,1.79,收入,2023-12-22 15:30:00,True,,False,,False,False,1.79,True,收入,理财,利息,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/22 15:26,,,-6.0,6.0,支出,2023-12-22 15:26:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-3,1,,早午晚餐,日常消费,微信余额,,,2023/12/22 15:25,,,-3.0,3.0,支出,2023-12-22 15:25:00,True,,False,,False,False,3.0,True,支出,餐饮,正餐,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-18.80,1,,早午晚餐,日常消费,微信余额,,,2023/12/22 15:25,,,-18.8,18.8,支出,2023-12-22 15:25:00,True,,False,,False,False,18.8,True,支出,餐饮,正餐,False,False,2023,12,4,4,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.90,1,,利息收入,其他收入,招行工资卡,,,2023/12/21 15:34,,,1.9,1.9,收入,2023-12-21 15:34:00,True,,False,,False,False,1.9,True,收入,理财,利息,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-27.79,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/21 15:31,,,-27.79,27.79,支出,2023-12-21 15:31:00,True,,False,,False,False,27.79,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-5.50,1,,早午晚餐,日常消费,微信余额,,,2023/12/21 15:26,,,-5.5,5.5,支出,2023-12-21 15:26:00,True,,False,,False,False,5.5,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/21 15:26,,,-6.0,6.0,支出,2023-12-21 15:26:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
转账,CNY,¥50,1,,账户互转,,,招行工资卡,公交卡,2023/12/21 15:25,,,50.0,50.0,转账,2023-12-21 15:25:00,True,,True,账户互转,False,False,50.0,False,转账,转账,账户互转,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-51.20,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/21 15:25,,,-51.2,51.2,支出,2023-12-21 15:25:00,True,,False,,False,False,51.2,True,支出,餐饮,正餐,False,False,2023,12,4,3,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.84,1,,利息收入,其他收入,招行工资卡,,,2023/12/20 15:34,,,1.84,1.84,收入,2023-12-20 15:34:00,True,,False,,False,False,1.84,True,收入,理财,利息,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-21.80,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/20 15:31,,,-21.8,21.8,支出,2023-12-20 15:31:00,True,,False,,False,False,21.8,True,支出,餐饮,正餐,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/20 15:26,,,-6.0,6.0,支出,2023-12-20 15:26:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
转账,CNY,¥32,1,,账户互转,,,招行工资卡,微信余额,2023/12/20 15:26,,,32.0,32.0,转账,2023-12-20 15:26:00,True,,True,账户互转,False,False,32.0,False,转账,转账,账户互转,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-25,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/20 15:26,,,-25.0,25.0,支出,2023-12-20 15:26:00,True,,False,,False,False,25.0,True,支出,餐饮,正餐,False,False,2023,12,4,2,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.88,1,,利息收入,其他收入,招行工资卡,,,2023/12/19 15:34,,,1.88,1.88,收入,2023-12-19 15:34:00,True,,False,,False,False,1.88,True,收入,理财,利息,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/19 15:26,,,-6.0,6.0,支出,2023-12-19 15:26:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-19,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/19 15:26,,,-19.0,19.0,支出,2023-12-19 15:26:00,True,,False,,False,False,19.0,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-5.50,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/19 15:26,,,-5.5,5.5,支出,2023-12-19 15:26:00,True,,False,,False,False,5.5,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-53,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/19 15:26,,,-53.0,53.0,支出,2023-12-19 15:26:00,True,,False,,False,False,53.0,True,支出,餐饮,正餐,False,False,2023,12,4,1,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥1.77,1,,利息收入,其他收入,招行工资卡,,,2023/12/18 15:34,,,1.77,1.77,收入,2023-12-18 15:34:00,True,,False,,False,False,1.77,True,收入,理财,利息,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-6,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/18 15:26,,,-6.0,6.0,支出,2023-12-18 15:26:00,True,,False,,False,False,6.0,True,支出,交通,公共交通,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-5.50,1,,早午晚餐,日常消费,微信余额,,,2023/12/18 15:26,,,-5.5,5.5,支出,2023-12-18 15:26:00,True,,False,,False,False,5.5,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-24.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/18 15:25,,,-24.9,24.9,支出,2023-12-18 15:25:00,True,,False,,False,False,24.9,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
支出,CNY,¥-19.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/18 15:25,,,-19.9,19.9,支出,2023-12-18 15:25:00,True,,False,,False,False,19.9,True,支出,餐饮,正餐,False,False,2023,12,4,0,False,False,,False,False,False,pre_car,True,False
收入,CNY,¥2.04,1,,利息收入,其他收入,招行工资卡,,,2023/12/17 15:34,,,2.04,2.04,收入,2023-12-17 15:34:00,True,,False,,False,False,2.04,True,收入,理财,利息,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-25.90,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/17 15:26,,,-25.9,25.9,支出,2023-12-17 15:26:00,True,,False,,False,False,25.9,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-18.81,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/17 15:26,,,-18.81,18.81,支出,2023-12-17 15:26:00,True,,False,,False,False,18.81,True,支出,餐饮,正餐,False,False,2023,12,4,6,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-8,1,,公交/地铁/共享单车,交通,公交卡,,,2023/12/16 17:00,,,-8.0,8.0,支出,2023-12-16 17:00:00,True,,False,,False,False,8.0,True,支出,交通,公共交通,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
支出,CNY,¥-9.20,1,,早午晚餐,日常消费,招行工资卡,,,2023/12/16 16:55,,,-9.2,9.2,支出,2023-12-16 16:55:00,True,,False,,False,False,9.2,True,支出,餐饮,正餐,False,False,2023,12,4,5,True,False,,False,False,False,pre_car,True,False
